txt,result
얼마 전 저의 생일날 제 책상에 처음 보는 케이스가 있더라구요. 저는 저의 생일을 귀찮아서 SNS에 알림설정을 하지 않았기에 친구가 선물한 줄 알고 물어봤지만 친구가 준 게 아니더라구요. 해당 케이스를 끼고 등교를 했는데 같은 반 남학생이 학생증을 통해서 제 생일을 기억해놓고 있다가 직접 케이스를 만들어서 선물했다고 하더라구요. 그 다음날 그 친구가 또 같은걸 만들고 있더라구요.,0
얼마 전 저의 생일날 제 책상에 직접 만든 케이스가 있더라구요. 저는 저의 생일을 귀찮아서 SNS에 알림설정을 하지 않았기에 친구가 선물한 줄 알고 물어봤지만 친구가 준 게 아니더라구요. 해당 케이스를 끼고 등교를 했는데 같은 반 남학생이 학생증을 통해서 제 생일을 기억해놓고 있다가 직접 케이스를 만들어서 선물했다고 하더라구요. 그 다음날 그 친구가 또 같은걸 만들고 있더라구요.,0
얼마 전 저의 생일날 제 책상에 수제 캐릭터 케이스가 있더라구요. 저는 저의 생일을 표현하지 않았기에 친구가 선물한 줄 알고 물어봤지만 친구가 준 게 아니더라구요. 해당 케이스를 끼고 등교를 했는데 같은 반 남학생이 학생증을 통해서 제 생일을 기억해놓고 있다가 직접 케이스를 만들어서 선물했다고 하더라구요. 그 다음날 그 친구가 또 같은걸 만들고 있더라구요.,0
얼마 전 저의 생일날 제 책상에 수제 캐릭터 케이스가 있더라구요. 저는 저의 생일을 알리지 않았기에 친구가 선물한 줄 알고 물어봤지만 친구가 준 게 아니더라구요. 해당 케이스를 끼고 등교를 했는데 같은 반 남학생이 학생증을 통해서 제 생일을 기억해놓고 있다가 직접 케이스를 만들어서 선물했다고 하더라구요. 그 다음날 그 친구가 또 같은걸 만들고 있더라구요.,0
얼마 전 저의 생일날 제 책상에 수제 캐릭터 케이스가 있더라구요. 저는 저의 생일을 귀찮아서 SNS에 알림설정을 하지 않았기에 친한 친구가 선물한 줄 알고 물어봤지만 친구가 준 게 아니더라구요. 해당 케이스를 끼고 등교를 했는데 같은 반 남학생이 학생증을 통해서 제 생일을 기억해놓고 있다가 직접 케이스를 만들어서 선물했다고 하더라구요. 그 다음날 그 친구가 또 같은걸 만들고 있더라구요.,0
얼마 전 저의 생일날 제 책상에 수제 캐릭터 케이스가 있더라구요. 저는 저의 생일을 귀찮아서 SNS에 알림설정을 하지 않았기에 친구가 선물한 줄 알고 물어봤지만 친구가 준 게 아니더라구요. 선물을 가지고 등교를 했는데 같은 반 남학생이 학생증을 통해서 제 생일을 기억해놓고 있다가 직접 선물ㄹ을 만들어서 줬다고 하더라구요. 그 다음날 그 친구가 또 같은걸 만들고 있더라구요.,0
얼마 전 저의 생일날 제 책상에 수제 캐릭터 케이스가 있더라구요. 저는 저의 생일을 귀찮아서 SNS에 알림설정을 하지 않았기에 친구가 선물한 줄 알고 물어봤지만 친구가 준 게 아니더라구요. 해당 케이스를 끼고 등교를 했는데 같은 반 남학생이 제 생일을 기억해놓고 있다가 직접 케이스를 만들어서 선물했다고 하더라구요. 그 다음날 그 친구가 또 같은걸 만들고 있더라구요.,0
얼마 전 저의 생일날 제 책상에 수제 캐릭터 케이스가 있더라구요. 저는 저의 생일을 귀찮아서 SNS에 알림설정을 하지 않았기에 친구가 선물한 줄 알고 물어봤지만 친구가 준 게 아니더라구요. 해당 케이스를 끼고 등교를 했는데 같은 반 남학생이 학생증을 통해서 제 생일을 기억해주고 직접 케이스를 만들어서 선물했다고 하더라구요. 그 다음날 그 친구가 또 같은걸 만들고 있더라구요.,0
얼마 전 저의 생일날 제 책상에 수제 캐릭터 케이스가 있더라구요. 저는 저의 생일을 귀찮아서 SNS에 알림설정을 하지 않았기에 친구가 선물한 줄 알고 물어봤지만 친구가 준 게 아니더라구요. 해당 케이스를 끼고 등교를 했는데 같은 반 남학생이 학생증을 통해서 제 생일을 기억해놓고 있다가 직접 케이스를 만들어서 선물했다고 하더라구요. 그 다음날 그 친구가 또 같은 선물을 만들고 있더라구요.,0
일어나자마자 저한테 연락하고 어제 잘자라고 못해줘서 미안하다 그러고 음성으로 뭐하냐고 자기 일상 보고하는데 제 일상이 궁금하다는데 혹시 이거 썸인가요?,2
눈 뜨자마자 저한테 연락하고 어제 잠들기 전에 인사 못해줘서 미안하다 그러고 음성으로 뭐하냐고 자기 일상 보고하는데 제 일상이 궁금하다는데 혹시 이거 썸인가요?,2
눈 뜨자마자 저한테 연락하고 어제 잘자라고 못해줘서 미안하다 그러고 전화로 뭐하냐고 자기 일상 보고하는데 제 일상이 궁금하다는데 혹시 이거 썸인가요?,2
눈 뜨자마자 저한테 연락하고 어제 잘자라고 못해줘서 미안하다 그러고 음성으로 내가 뭐하는지 물어보고 자기 일상 보고하는데 제 일상이 궁금하다는데 혹시 이거 썸인가요?,2
눈 뜨자마자 저한테 연락하고 어제 잘자라고 못해줘서 미안하다 그러고 음성으로 뭐하냐고 본인의 하루 일과를 보고하는데 제 일상이 궁금하다는데 혹시 이거 썸인가요?,2
눈 뜨자마자 저한테 연락하고 어제 잘자라고 못해줘서 미안하다 그러고 음성으로 뭐하냐고 자기 일상 얘기해주고 제 일상이 궁금하다는데 혹시 이거 썸인가요?,2
눈 뜨자마자 저한테 연락하고 어제 잘자라고 못해줘서 미안하다 그러고 연락해서 뭐하냐고 자기 일상 보고하는데 제 일상이 궁금하다는데 혹시 이거 썸인가요?,2
눈 뜨자마자 저한테 연락하고 어제 잘자라고 못해줘서 미안하다 그러고 음성으로 뭐하냐고 본인이 오늘 뭐 했는지 제 일상이 궁금하다는데 혹시 이거 썸인가요?,2
눈 뜨자마자 저한테 연락하고 어제 잘자라고 못해줘서 미안하다 그러고 음성으로 뭐하냐고 자기 일상 보고하는데 제 하루 일과가 궁금하다는데 혹시 이거 썸인가요?,2
눈 뜨자마자 저한테 연락하고 어제 잘자라고 못해줘서 미안하다 그러고 음성으로 뭐하냐고 자기 일상 보고하는데 제 일상이 궁금하다는데 혹시 이거 저에게 보내는 애정 표시인가요?,2
여행 중 버스에서 우연히 영국인 남자와 같이 앉았어 도착할 때까지 서투른 영어 솜씨로 계속 대화하며 친해져서 도착해서도 나와 같이 돌아다녔어 7일 중 5일을 만나 런던 여행을 했고 마지막날 공항에 바래다주며 고백같은 말을 했어 나를 만난 건 자기한테 너무 행운이었고 나와 보낸 시간이 평생 잊을 수 없을 거라고 근데 지구 반대편에 살다보니 어쩔 수 없이 이별함 나보다 6살 어린 미성년자여서 이별했지만 내 인생에서 평생 잊을 수 없는 추억이다 평생 들을 예쁘다는 말을 걔한테 다 들었어,0
유럽여행 중 셔틀버스에서 우연히 영국인 남자애와 같이 앉았어 도착할 때까지 계속 대화하며 친해져서 도착해서도 나와 같이 사진찍고 저녁먹고 놀았어 7일 중 5일을 만나 런던 여행을 했고 마지막날 공항에 바래다주며 고백같은 말을 했어 나를 만난 건 자기한테 너무 행운이었고 나와 보낸 시간이 평생 잊을 수 없을 거라고 근데 지구 반대편에 살다보니 어쩔 수 없이 이별함 나보다 6살 어린 미성년자여서 이별했지만 내 인생에서 평생 잊을 수 없는 추억이다 평생 들을 예쁘다는 말을 걔한테 다 들었어,0
유럽여행 중 셔틀버스에서 우연히 영국인 남자애와 같이 앉았어 도착할 때까지 계속 대화하며 친해져서 도착해서도 나와 같이 돌아다녔어 여행 일정 7일 중 5일을 만나 같이 여행을 다녔고 마지막날 공항에 바래다주며 고백같은 말을 했어 나를 만난 건 자기한테 너무 행운이었고 나와 보낸 시간이 평생 잊을 수 없을 거라고 근데 지구 반대편에 살다보니 어쩔 수 없이 이별함 나보다 6살 어린 미성년자여서 이별했지만 내 인생에서 평생 잊을 수 없는 추억이다 평생 들을 예쁘다는 말을 걔한테 다 들었어,0
유럽여행 중 셔틀버스에서 우연히 영국인 남자애와 같이 앉았어 도착할 때까지 계속 대화하며 친해져서 도착해서도 나와 같이 돌아다녔어 일정 중 대부분을 남자애와 함께 런던 여행을 했고 마지막날 공항에 바래다주며 고백같은 말을 했어 나를 만난 건 자기한테 너무 행운이었고 나와 보낸 시간이 평생 잊을 수 없을 거라고 근데 지구 반대편에 살다보니 어쩔 수 없이 이별함 나보다 6살 어린 미성년자여서 이별했지만 내 인생에서 평생 잊을 수 없는 추억이다 평생 들을 예쁘다는 말을 걔한테 다 들었어,0
유럽여행 중 셔틀버스에서 우연히 영국인 남자애와 같이 앉았어 도착할 때까지 계속 대화하며 친해져서 도착해서도 나와 같이 돌아다녔어 7일 중 5일을 만나 런던 여행을 했고 마지막날 공항에 바래다주며 남자애가 내게 고백같은 말을 했어 나를 만난 건 자기한테 너무 행운이었고 나와 보낸 시간이 평생 잊을 수 없을 거라고 근데 지구 반대편에 살다보니 어쩔 수 없이 이별함 나보다 6살 어린 미성년자여서 이별했지만 내 인생에서 평생 잊을 수 없는 추억이다 평생 들을 예쁘다는 말을 걔한테 다 들었어,0
유럽여행 중 셔틀버스에서 우연히 영국인 남자애와 같이 앉았어 도착할 때까지 계속 대화하며 친해져서 도착해서도 나와 같이 돌아다녔어 7일 중 5일을 만나 런던 여행을 했고 마지막날 공항에 바래다주며 고백같은 말을 했어 나를 만난 건 본인한테 너무 행운이었고 나와 함께한 시간이 평생 잊을 수 없을 거라고 근데 지구 반대편에 살다보니 어쩔 수 없이 이별함 나보다 6살 어린 미성년자여서 이별했지만 내 인생에서 평생 잊을 수 없는 추억이다 평생 들을 예쁘다는 말을 걔한테 다 들었어,0
유럽여행 중 셔틀버스에서 우연히 영국인 남자애와 같이 앉았어 도착할 때까지 계속 대화하며 친해져서 도착해서도 나와 같이 돌아다녔어 7일 중 5일을 만나 런던 여행을 했고 마지막날 공항에 바래다주며 고백같은 말을 했어 나를 만나서 정말 좋았고 나와 보낸 시간이 평생 잊을 수 없을 거라고 근데 지구 반대편에 살다보니 어쩔 수 없이 이별함 나보다 6살 어린 미성년자여서 이별했지만 내 인생에서 평생 잊을 수 없는 추억이다 평생 들을 예쁘다는 말을 걔한테 다 들었어,0
유럽여행 중 셔틀버스에서 우연히 영국인 남자애와 같이 앉았어 도착할 때까지 계속 대화하며 친해져서 도착해서도 나와 같이 돌아다녔어 7일 중 5일을 만나 런던 여행을 했고 마지막날 공항에 바래다주며 고백같은 말을 했어 나를 만난 건 자기한테 너무 행운이었고 나와 보낸 시간이 평생 잊을 수 없을 거라고 근데 너무 멀리 살다보니 어쩔 수 없이 이별함 나보다 6살 어린 미성년자여서 이별했지만 내 인생에서 평생 잊을 수 없는 추억이다 평생 들을 예쁘다는 말을 걔한테 다 들었어,0
유럽여행 중 셔틀버스에서 우연히 영국인 남자애와 같이 앉았어 도착할 때까지 계속 대화하며 친해져서 도착해서도 나와 같이 돌아다녔어 7일 중 5일을 만나 런던 여행을 했고 마지막날 공항에 바래다주며 고백같은 말을 했어 나를 만난 건 자기한테 너무 행운이었고 나와 보낸 시간이 평생 잊을 수 없을 거라고 근데 지구 반대편에 살다보니 어쩔 수 없이 이별함 나보다 훨씬 어리고 미성년자여서 이별한것도 있지만 내 인생에서 평생 잊을 수 없는 추억이다 평생 들을 예쁘다는 말을 걔한테 다 들었어,0
유럽여행 중 셔틀버스에서 우연히 영국인 남자애와 같이 앉았어 도착할 때까지 계속 대화하며 친해져서 도착해서도 나와 같이 돌아다녔어 7일 중 5일을 만나 런던 여행을 했고 마지막날 공항에 바래다주며 고백같은 말을 했어 나를 만난 건 자기한테 너무 행운이었고 나와 보낸 시간이 평생 잊을 수 없을 거라고 근데 지구 반대편에 살다보니 어쩔 수 없이 이별함 나보다 6살 어린 미성년자여서 이별했지만 평생 간직할 추억이다 나한테 예쁘다는 말을 많이 해줬어,0
"내가 키가 좀 작아서 학교에서 다 나 놀려서 내 딴엔 좀 상처받았어 전남친 키가 181이었는데 그 날도 걔가 막 ""니 존ㄴ 작다"" 이러면서 계속 놀리는거야 내가 몇 번 받아주다가 너무 화가나서 빡쳐서 욕하고 표정 완전 구기고 내 자리로 걸어가려고 하는데 걔가 뒤에서 잡아서 확 안으면서 허리 구부리고 귀에다 ""거봐, 진짜 작잖아"" 이랬어 나 진짜 심장 쿵쾅쿵쾅거리고 너무 설레서 ""하지마라"" 라고 하고 내 자리로 천천히 걸어감. 소설에서 보던 일이 나한테 일어날 줄 몰랐어 그리고 맨날 때리고 안그러던 애가 그러니까",2
"내가 키가 좀 작아서 학교에서 다 나 놀려서 내 딴엔 좀 상처받았어 전남친 키가 181이었는데 그 날도 걔가 막 ""니 존ㄴ 작다"" 이러면서 계속 놀리는거야 내가 몇 번 받아주다가 너무 화가나서 욕하고 표정 완전 구기고 내 자리로 걸어가려고 하는데 걔가 뒤에서 잡아서 확 안으면서 허리 구부리고 귀에다 ""거봐, 진짜 작잖아"" 이랬어 나 진짜 심장 쿵쾅쿵쾅거리고 너무 설레서 ""하지마라"" 라고 하고 내 자리로 천천히 걸어감. 소설에서 보던 일이 나한테 일어날 줄 몰랐어 그리고 맨날 때리고 안그러던 애가 그러니까",2
"내가 키가 좀 작아서 학교에서 다 나 키작다고 놀려서 좀 상처받았어 그런데 전남친 키가 181이었는데 그 날도 걔가 막 ""니 존ㄴ 작다"" 이러면서 계속 놀리는거야 내가 몇 번 받아주다가 너무 화가나서 욕하고 표정 완전 구기고 내 자리로 걸어가려고 하는데 걔가 뒤에서 잡아서 확 안으면서 허리 구부리고 귀에다 ""거봐, 진짜 작잖아"" 이랬어 나 진짜 심장 쿵쾅쿵쾅거리고 너무 설레서 ""하지마라"" 라고 하고 내 자리로 천천히 걸어감. 소설에서 보던 일이 나한테 일어날 줄 몰랐어 그리고 맨날 때리고 안그러던 애가 그러니까",2
"내가 키가 좀 작아서 학교에서 다 나 놀려서 내 딴엔 좀 상처받았어 전남친 키가 엄청 컸는데 그 날도 걔가 막 ""너 엄청 작다"" 이러면서 계속 놀리는거야 내가 몇 번 받아주다가 너무 빡쳐서 욕하고 표정 완전 구기고 내 자리로 걸어가려고 하는데 걔가 뒤에서 잡아서 확 안으면서 허리 구부리고 귀에다 ""거봐, 진짜 작잖아"" 이랬어 나 진짜 심장 쿵쾅쿵쾅거리고 너무 설레서 ""하지마라"" 라고 하고 내 자리로 천천히 걸어감. 소설에서 보던 일이 나한테 일어날 줄 몰랐어 그리고 맨날 때리고 안그러던 애가 그러니까",2
"내가 키가 좀 작아서 학교에서 다 나 놀려서 내 딴엔 좀 상처받았어 전남친 키가 181이었는데 그 날도 걔가 막 ""너 키 진짜 작다"" 이러면서 계속 놀리는거야 내가 몇 번 받아주다가 너무 화가나서 빡쳐서 욕하고 표정 완전 구기고 내 자리로 걸어가려고 하는데 걔가 뒤에서 잡아서 확 안으면서 허리 구부리고 귀에다 ""거봐, 진짜 작잖아"" 이랬어 나 진짜 심장 쿵쾅쿵쾅거리고 너무 설레서 ""하지마라"" 라고 하고 내 자리로 천천히 걸어감. 소설에서 보던 일이 나한테 일어날 줄 몰랐어 그리고 맨날 때리고 안그러던 애가 그러니까",2
"내가 키가 좀 작아서 학교에서 다 나 놀려서 내 딴엔 좀 상처받았어 전남친 키가 181이었는데 그 날도 걔가 막 ""니 존ㄴ 작다"" 이러면서 계속 놀리는거야 내가 몇 번 대꾸하가 너무 화가나서 빡쳐서 욕설하고 표정 완전 구기고 내 자리로 걸어가려고 하는데 걔가 뒤에서 잡아서 확 안으면서 허리 구부리고 귀에다 ""거봐, 진짜 작잖아"" 이랬어 나 진짜 심장 쿵쾅쿵쾅거리고 너무 설레서 ""하지마라"" 라고 하고 내 자리로 천천히 걸어감. 소설에서 보던 일이 나한테 일어날 줄 몰랐어 그리고 맨날 때리고 안그러던 애가 그러니까",2
"내가 키가 좀 작아서 학교에서 다 나 놀려서 내 딴엔 좀 상처받았어 전남친 키가 181이었는데 그 날도 걔가 막 ""니 존ㄴ 작다"" 이러면서 계속 놀리는거야 내가 몇 번 받아주다가 너무 화가나서 빡쳐서 욕하고 표정 완전 구기고 내 자리로 걸어가려고 하는데 걔가 뒤에서 나를 붙잡아서 확 안으면서 허리 구부리고 내 귀에다 ""거봐, 진짜 작잖아"" 이랬어 나 진짜 심장 쿵쾅쿵쾅거리고 너무 설레서 ""하지마라"" 라고 하고 내 자리로 천천히 걸어감. 소설에서 보던 일이 나한테 일어날 줄 몰랐어 그리고 맨날 때리고 안그러던 애가 그러니까",2
"내가 키가 좀 작아서 학교에서 다 나 놀려서 내 딴엔 좀 상처받았어 전남친 키가 181이었는데 그 날도 걔가 막 ""니 존ㄴ 작다"" 이러면서 계속 놀리는거야 내가 몇 번 받아주다가 너무 화가나서 빡쳐서 욕하고 표정 완전 구기고 내 자리로 걸어가려고 하는데 걔가 뒤에서 잡아서 확 안으면서 허리 구부리고 귀에다 ""거봐, 진짜 작잖아"" 이랬어 나 진짜 엄청 떨리고 너무 설레서 ""하지마라"" 라고 하고 내 자리로 천천히 걸어감. 소설에서 보던 일이 나한테 일어날 줄 몰랐어 그리고 맨날 때리고 안그러던 애가 그러니까",2
"내가 키가 좀 작아서 학교에서 다 나 놀려서 내 딴엔 좀 상처받았어 전남친 키가 181이었는데 그 날도 걔가 막 ""니 존ㄴ 작다"" 이러면서 계속 놀리는거야 내가 몇 번 받아주다가 너무 화가나서 빡쳐서 욕하고 표정 완전 구기고 내 자리로 걸어가려고 하는데 걔가 뒤에서 잡아서 확 안으면서 허리 구부리고 귀에다 ""거봐, 진짜 작잖아"" 이랬어 나 진짜 심장 두근두근거리고 너무 설레서 ""하지마라"" 라고 하고 내 자리로 천천히 걸어감. 듣기만 하던 일이 나한테 일어날 줄 몰랐어 그리고 맨날 때리고 안그러던 애가 그러니까",2
"내가 키가 좀 작아서 학교에서 다 나 놀려서 내 딴엔 좀 상처받았어 전남친 키가 181이었는데 그 날도 걔가 막 ""니 존ㄴ 작다"" 이러면서 계속 놀리는거야 내가 몇 번 받아주다가 너무 화가나서 빡쳐서 욕하고 표정 완전 구기고 내 자리로 걸어가려고 하는데 걔가 뒤에서 잡아서 확 안으면서 허리 구부리고 귀에다 ""거봐, 진짜 작잖아"" 이랬어 나 진짜 심장 쿵쾅쿵쾅거리고 너무 설랬어. 소설에서 보던 일이 나한테 일어날 줄 몰랐어 그리고 맨날 때리고 안그러던 애가 그러니까",2
체육대회에서 계주 하다가 넘어져서 무릎이랑 손이 다쳤는데 썸남이 나한테 묻지도 따지지도 않고 걱정하는 표정으로 나를 업어서 양호실로 데려갔을때 설어,0
체육대회에서 계주 하다가 다쳤는데 썸남이 나한테 묻지도 따지지도 않고 걱정하는 표정으로 나를 업어서 양호실로 데려갔을때 설어,0
체육대회에서 계주 하다가 넘어져서 무릎이랑 손이 까졌는데 남자애가 나한테 묻지도 따지지도 않고 걱정하는 표정으로 나를 업어서 양호실로 데려갔을때 설어,0
체육대회에서 계주 하다가 넘어져서 무릎이랑 손이 까졌는데 짝남이 나한테 묻지도 따지지도 않고 걱정하는 표정으로 나를 업어서 양호실로 데려갔을때 설어,0
체육대회에서 계주 하다가 넘어져서 무릎이랑 손이 까졌는데 남사친이 나한테 묻지도 따지지도 않고 걱정하는 표정으로 나를 업어서 양호실로 데려갔을때 설어,0
체육대회에서 계주 하다가 넘어져서 무릎이랑 손이 까졌는데 썸남이 걱정하는 표정으로 나를 업어서 양호실로 데려갔을때 설어,0
체육대회에서 계주 하다가 넘어져서 무릎이랑 손이 까졌는데 썸남이 나한테 묻지도 따지지도 않고 걱정하는 표정으로 나를 업어서 양호실로 데려갔을때 두근거렸어,0
체육대회에서 계주 하다가 넘어져서 무릎이랑 손이 까졌는데 썸남이 나한테 이유는 안묻고 걱정하는 표정으로 나를 업어서 양호실로 데려갔을때 설어,0
체육대회에서 뛰다가 넘어져서 무릎이랑 손이 까졌는데 썸남이 내게 묻지도 따지지도 않고 걱정하는 표정으로 나를 업어서 양호실로 데려갔을때 설어,0
체육대회에서 계주 하다가 넘어져서 무릎이랑 손이 까졌는데 썸남이 나한테 묻지도 따지지도 않고 걱정하는 표정으로 나를 데리고 양호실로 갔을때 설어,0
최근에 동네 주민이된 여성동료와 남성동료와 함께 한 차를 타고 출퇴근을 하게되었습니다. 차를 탈 때마다 저만 조수석에 태우고 다른 여성동료를 뒤에 태우고 출근을 했습니다. 퇴근을 할때는 제 집을 지나쳐 다른 여성동료를 먼저 내려주고 마지막에 저를 내려주었습니다. 그래서 제가 뒤에 타겠다고 말을 먼저했고 남직원은 일부러 조수석에 태운거고 노래선곡을 잘한다는 칭찬을 해주었습니다.,2
"최근에 동네 주민이된 여성동료 1명과 남성동료 1명, 3명이서 카풀을 하게되었습니다. 카풀을 할때마다 저만 본인 옆인 조수석에 태우고 다른 여성동료를 뒤에 태우고 출근을 했습니다. 퇴근을 할때는 제 집을 지나쳐 다른 여성동료를 먼저 내려주고 마지막에 저를 내려주었습니다. 그래서 제가 뒤에 타겠다고 말을 먼저했고 남직원은 일부러 조수석에 태운거고 노래선곡을 잘한다는 칭찬을 해주었습니다.",2
"최근에 동네 주민이된 여성동료 1명과 남성동료 1명, 3명이서 카풀을 하게되었습니다. 카풀을 할때마다 저만 앞에 태우고 다른 여성동료는 뒤에 태우고 출근을 했습니다. 퇴근을 할때는 제 집을 지나쳐 다른 여성동료를 먼저 내려주고 마지막에 저를 내려주었습니다. 그래서 제가 뒤에 타겠다고 말을 먼저했고 남직원은 일부러 앞에 태운거고 노래선곡을 잘한다는 칭찬을 해주었습니다.",2
"최근에 동네 주민이된 여성동료 1명과 남성동료 1명, 3명이서 카풀을 하게되었습니다. 출근을 할때마다 저만 조수석에 태우고 다른 여성동료를 뒤에 태우고 출근을 했습니다. 퇴근을 할때는 제 집을 지나쳐 다른 여성동료를 먼저 내려주고 마지막에 저를 내려주었습니다. 그래서 제가 뒤에 타겠다고 말을 먼저했고 남직원은 일부러 조수석에 태운거고 노래선곡을 잘한다는 칭찬을 해주었습니다.",2
"최근에 동네 주민이된 여성동료 1명과 남성동료 1명, 3명이서 카풀을 하게되었습니다. 카풀을 할때마다 저만 조수석에 태우고 다른 여성동료를 뒤에 태우고 출근을 했습니다. 퇴근을 할때는 다른 여성동료를 먼저 내려주고 마지막에 저를 내려주었습니다. 그래서 제가 뒤에 타겠다고 말을 먼저했고 남직원은 일부러 조수석에 태운거고 노래선곡을 잘한다는 칭찬을 해주었습니다.",2
"최근에 동네 주민이된 여성동료 1명과 남성동료 1명, 3명이서 카풀을 하게되었습니다. 카풀을 할때마다 저만 조수석에 태우고 다른 여성동료를 뒤에 태우고 출근을 했습니다. 퇴근을 할때는 제 집을 지나쳐 다른 여성동료를 먼저 내려주고 마지막에 저를 내려주었습니다. 그래서 제가 뒤에 타겠다고 말했는데 남직원은 일부러 조수석에 태운거고 노래선곡을 잘한다는 칭찬을 해주었습니다.",2
"최근에 동네 주민이된 여성동료 1명과 남성동료 1명, 3명이서 카풀을 하게되었습니다. 카풀을 할때마다 저만 항상 옆에 태우고 다른 여성동료를 뒤에 태우고 출근을 했습니다. 퇴근을 할때는 제 집을 지나쳐 다른 여성동료를 먼저 내려주고 마지막에 저를 내려주었습니다. 그래서 제가 뒤에 타겠다고 말을 먼저했고 남직원은 일부러 옆에 태운거고 노래선곡을 잘한다는 칭찬을 해주었습니다.",2
"최근에 동네 주민이된 여성동료 1명과 남성동료 1명, 3명이서 카풀을 하게되었습니다. 카풀을 할때마다 저만 조수석에 태우고 다른 여성동료를 뒤에 태우고 출근을 했습니다. 퇴근을 할때는 제 집을 지나쳐 다른 여성동료를 먼저 내려주고 마지막에 저를 내려주었습니다. 그래서 제가 뒤에 타겠다고 말을 먼저했고 남직원은 일부러 조수석에 태운거고 노래를 잘 고른다는 칭찬을 해주었습니다.",2
"최근에 동네 주민이된 여성동료 1명과 남성동료 1명, 3명이서 카풀을 하게되었습니다. 카풀을 할때마다 저만 조수석에 태우고 다른 여성동료를 뒤에 태우고 출근을 했습니다. 퇴근을 할때는 제 집을 지나쳐 다른 여성동료를 먼저 내려주고 나서야 저를 내려주었습니다. 그래서 제가 뒤에 타겠다고 말을 먼저했고 남직원은 일부러 조수석에 태운거고 노래선곡을 잘한다는 칭찬을 해주었습니다.",2
"최근에 동네 주민이된 여성동료 1명과 남성동료 1명, 3명이서 카풀을 하게되었습니다. 카풀을 할때마다 저만 조수석에 태우고 다른 여성동료를 뒤에 태우고 출근을 했습니다. 퇴근을 할때는 제 집을 지나쳐 다른 여성동료를 먼저 내려주고 마지막에 저를 내려주었습니다. 그래서 제가 뒤에 타겠다고 말했더니 남직원은 일부러 저를 조수석에 앉힌거고 노래선곡을 잘한다는 칭찬을 해주었습니다.",2
저번주에 수영장 놀러갔는데 파도풀에서 놀다가 안전요원들이 파도 올때마다 잠수 하는게 너무 멋진거야 근데 내가 와.. 하고 쳐다보고있었는데 좀 훈훈하게 생긴 안전요원이랑 눈마주치고 그 안전요원이 파도오는거 쓱 보더니 나 보고 살짝웃고 잠수하는데 너무 멋졌어,0
